Name,Duplicate,Spellings_semicolon_separated,Aliases
Karupaša,FALSE,,
Karurum,FALSE,,
Karuwa,FALSE,Kà-ru-a; Kà-ru-wa; Kà-ru-wa-a; Kà-lu-a; Kàr-wa; Kàr-wa-a; Kà-ar-wa-a; Kàr-wa-a-a,
Karwa,FALSE,Kàr-wa; Kàr-wa-a; Kà-ar-wa-a; Kàr-wa-a-a,
Karwaya,FALSE,,
Karwia,FALSE,,
Karzilili,FALSE,Kà-ar-zi-li-li,
Kasa,FALSE,Kà-sá; Kà-za-a,
Kasana,FALSE,kà-sà-na,
Kasasa,FALSE,Kà-sá-sá; Kà-za-za; Kà-za-sá,
Kasba,FALSE,Kà-as-pá; Kà-zu-pá,
Kasi,FALSE,Kà-zi,
Kasia,FALSE,Kà-zi-a,
Kasisi,FALSE,Kà-sí-sí,
Kašiwa,FALSE,,
Kaskanuil,FALSE,Kà-as-kà-nu-i-el,
Kaslum,FALSE,Kà-as-lim,
Kaspum-rabi,FALSE,KÙ.BABBAR-GAL,
Kašši,FALSE,kà-áš-ší,
Kaššum,FALSE,,
Kasu,FALSE,Kà-zu,
Kata,FALSE,Kà-ta-a,
Katakata,FALSE,Kà-da-kà-da,
Katala,FALSE,Kà-da-lá,
Katarsia,FALSE,Kà-dar-zi-a,
Katarzia,FALSE,,
Katašašar,FALSE,,
Katata,FALSE,Kà-ta-ta-a,
Katatāya,FALSE,,
Katātum,FALSE,,
Katida,FALSE,Kà-tí-da,
Katila,FALSE,,
Katilili,FALSE,Kà-tí-li-li,
Katina,FALSE,,
Katkali,FALSE,Kà-at-kà-li,
Katua,FALSE,Kà-du-a,
Katukatu,FALSE,Kà-du-kà-du,
Kauba,FALSE,kà-ú-ba-a,
Kaupa,FALSE,Kà-ú-ba; Kà-ú-ba-a,
Kawa,TRUE,kà-wa,
Kawa,TRUE,Kà-wa-a; Kà-wa-áš; Kà-wa-a-áš,
Kawa’aš,FALSE,kà-wa-a-áš,
Kawa(š),FALSE,Kà-wa-a; Kà-wa-áš; Kà-wa-a-áš,
Kawala,FALSE,Kà-wa-lá,
Kawaš,FALSE,,
Kawila,FALSE,,
Kaya,FALSE,,
Kayadum,FALSE,Kà-a-dim; Kà-a-a-dim; Kà-a-dí-im; Kà-i-dim,
Kayātum,FALSE,,
Kaza,TRUE,kà-za-a,
Kaza,TRUE,kà-za-a; k[à-...],
Kazabali,FALSE,Kà-za-ba-a-li,
Kazabid,FALSE,,
Kazakzili,FALSE,Kà-za-ak-zi-li,
Kazakzitiš,FALSE,Kà-za-ak-zi-tí-iš or Kazakzili,
Kazali,FALSE,Kà-a-za-lim,
Kazalum,FALSE,,
Kazapali,FALSE,Kà-za-pá-a-li,
Kazaya,FALSE,,
Kazaza,FALSE,kà-za-za,
Kazi,FALSE,,
Kazia,FALSE,,
Kaziya,FALSE,,
Kazu,FALSE,,
Kazua,TRUE,kà-zu-a,
Kazua,TRUE,Kà-zu-a; Kà-zu-wa,
Kazuba,FALSE,kà-sú-ba,
Kazubeli,FALSE,,
Kazuka,FALSE,Kà-zu!-kà,
Kazupa,FALSE,kà-zu-pá,
Kazuwa,FALSE,kà-zu-wa,
Kazuzu,FALSE,Ga-zu-zu,
Kella,FALSE,Ki-lá,
Kēna-Aššur,FALSE,ke-na-a-šùr,
Kēnam-Aššur,FALSE,,
Kēnāya,FALSE,Ki-na-a; Ki-na-a-a; Gi-na-a-a,
Kēnua,FALSE,Ki-nu-a,
Kēnum,FALSE,Ki-num,
Kēnum-Aššur,FALSE,Ki-nu-um-A-šùr; Ki-na-A-šur,
Kēnum-waqar,FALSE,Ki-nu-um-wa-qar,
Ki-be-zi,FALSE,,
Ki-ší-na,FALSE,,
Ki-za-ni-ša,FALSE,,
Kibal,FALSE,ki-bá-al,
Kibanu,FALSE,,
Kibuizi,FALSE,,
Kibuman,FALSE,,
Kida,FALSE,Ki-da-a,
Kidahšu,FALSE,ki-da-ah-šu,
Kidar,FALSE,Ki-da-ar; Ki-ta-ar,
Kidarlanu,FALSE,,
Kidašu,FALSE,Ki!-da-šu,
Kidaya,FALSE,,
Kidim,FALSE,Ki-dí-im,
Kidkidu,FALSE,,
Kidum,FALSE,,
Kikarašnahšu,TRUE,Ki-kà-ar-áš-na-ah-šu,
Kikarašnahšu,TRUE,ki-kà-ar-áš-na-ah<-šu>; ki-kà-ar-áš-na-ah-šu,
Kikarnahšu,FALSE,Ki-kà-ar-na-ah-šu,
Kikarša,FALSE,Ki-kà-ar-ša,
Kikarša(n),FALSE,ki-kà-ar-ša-an; ki-kà-ar-ša,
Kikaršahšu,FALSE,Ki-kà-ar-ša-ah-šu,
Kikaršan,TRUE,ki-kà-ar-ša-an,
Kikaršan,TRUE,ki-kar-ša-an,
Kikaršan,TRUE,ki-kàr-ša-an,
Kikaršan,TRUE,ki-kàr-ša-an; ki-kà-ar-ša-an,
Kikaršan,TRUE,Ki-kàr-ša-an; Ki-kà-ar-ša-an; Ki-kàr-ší-en,
Kikaršin,FALSE,ki-kàr-ší-in4,
Kikaršnah,FALSE,,
Kikazu,FALSE,Ki-kà-zu,
Kiki,FALSE,Ki-ki; Ki-i-ki; Ki-ki-i,
Kikianum,FALSE,Ki-ki-a-nim,
Kikib,FALSE,Ki-ki-ib,
Kikidānum,FALSE,Ki-ki-da-nim,
Kikikurani,FALSE,,
Kikili,FALSE,,
Kikini,FALSE,Ki-ki-ni,
Kikulānum,FALSE,,
Kila,FALSE,Ki-lá,
Kilalabu,FALSE,Ki-lá-lá-bu,
Kilali,FALSE,ki-lá-lim,
Kilalum,FALSE,Ki-lá-lim,
Kilaridum,FALSE,,
Kilarium,FALSE,,
Kilariwa,FALSE,ki-la-ri-wa,
Kilawira,FALSE,Ki-lá-wi-ra,
Kildu,FALSE,Ki-el-du,
Kili,FALSE,ki-li,
Kilia,FALSE,,
Kilili,FALSE,Ki-li-li,
Kililzum,FALSE,,
Kiliya,FALSE,Ki-li-a,
Kilulu,FALSE,,
Kimaham,FALSE,Ki-ma-ha-am,
Kimarnala,FALSE,Ki-ma-ar-na-lá,
Kimarniman,FALSE,ki-ma-ar-ni-ma-an,
Kimelu,FALSE,ki-me!-lu,
Kimernala,FALSE,ki-me-er-na-lá,
Kimiya,FALSE,,
Kinahšu,FALSE,,
Kinanati,FALSE,,
Kināya,FALSE,,
King,FALSE,wa-ak-lúm-ma; wa-ak-lúm,
King of Amkuwa,FALSE,,
King of Burušhaddum,FALSE,,
King of Hahhum,FALSE,,
King of Hattuš,FALSE,,
King of Hurrama,FALSE,,
King of Kanish,FALSE,,
King of Kapitra,FALSE,,
King of Mama,FALSE,,
King of Šinahutum,FALSE,,
King of Tamnia,FALSE,,
King of Tawinia,FALSE,,
King of Wahšušana,FALSE,,
King of Wašhania,FALSE,,
King Puzur-Aššur II,FALSE,,
King Šamšī-Adad I,FALSE,,
King Šarrukīn,FALSE,,
Kini,FALSE,Ki-na-na-tí-i,
Kinia,FALSE,,
Kiniahšu,TRUE,Ki-ni-a-ah-šu,
Kiniahšu,TRUE,ki!-ni-a-ah-šu,
Kinini,FALSE,,
Kinua,FALSE,ki-nu-a,
Kinwanuwa,FALSE,Ki-in-wa-nu-wa,
Kipal,FALSE,Ki-pá-al,
Kipanu,FALSE,Ki-pá-nu,
Kipu’uman,FALSE,ki-pu-ú-ma-an,
Kipuman,FALSE,Ki-pu-ú-ma-an; Ku-pu-ú-ma-an,
Kipunuman,FALSE,,
Kiri,FALSE,ki-ri,
Kiriš,FALSE,ki-ri; ki-ri-iš,
Kirri,FALSE,Ki-ri; Ki-ri-iš,
Kišaranānum,FALSE,Ki-ša-ra-num,
Kišaranum,FALSE,,
Kišarānum,FALSE,,
Kishanuel,FALSE,Ki-is-ha-nu-el; Ki-is-ha-nu-we-el; GIŠ-ha-nu-el; Kà-as-ha-nu-el,
Kisia,FALSE,,
Kišrān,FALSE,Ki-iš-ra-an,
Kištahšu,FALSE,ki-iš-ta-ah-šu,
Kisuru,FALSE,ki-sú-ru,
Kitar,FALSE,,
Kititi,FALSE,,
Kitkidu,FALSE,ki-it-ki-du,
Kitkitu,FALSE,Ki-it-ki-tù,
Kittam-bēl-<gap>,FALSE,Ki-tám-be-el-x x,
Kizaya,FALSE,,
Kizi,FALSE,Ki-zi,
Kizia,FALSE,,
Kizila,FALSE,Ki-zi-lá,
Kizimānum,FALSE,Ki-zi-ma-nim,
Kizum,FALSE,Ki-zu-um,
Kizuru,FALSE,Ki-zu-ru,
Ku-dí,FALSE,Ku-dí,
Ku-e-ta-ar,FALSE,Ku-e-ta-ar,
Ku-ku-a,FALSE,Ku-ku-a,
Ku-lá,FALSE,Ku-lá,
Ku-lu-šu,FALSE,Ku-lu-šu,
Ku-na,FALSE,Ku-na,
Ku-na-a,FALSE,Ku-na-a,
Ku-ša-a,FALSE,Ku-ša-a,
Ku-ta-a,FALSE,Ku-ta-a,
Ku-TI-na,FALSE,Ku-TI-na,
Ku-ul-ša-ša-ma,FALSE,Ku-ul-ša-ša-ma,
Ku-za,FALSE,Ku-za,
Ku-zi,FALSE,Ku-zi,
Kuadar,FALSE,,
Kuali,FALSE,Ku-a-li,
Kualma,FALSE,Ku-al-ma,
Kuatar,FALSE,ku-a-tár,
Kuāya,FALSE,ku-a-a,
Kub-atal,FALSE,Ku-ba-da-al,
Kubabal,FALSE,,
Kubabiru,FALSE,,
Kubabtum,FALSE,,
Kuberiš,FALSE,{m}ku-be-e-ri-iš,
Kubēya,FALSE,,
Kūbī-idī,FALSE,,
Kūbi-nādā,FALSE,Ku-be-na-da,
Kūbī-nādā,FALSE,,
Kubia,FALSE,Ku-bi/be-a,
Kubiari,FALSE,,
Kubida,FALSE,,
Kubidi,TRUE,Ku-bi-dí,
Kubidi,TRUE,ku-bi4-di,
Kubidum,FALSE,,
Kubie,FALSE,,
Kubila,FALSE,,
Kubinari,FALSE,Ku-bi-na-ri,
Kubiya,FALSE,,
Kubrurak,FALSE,Ku-ub-ru-um-ra-ak,
Kūbum-ilum,FALSE,Ku-bu-lim,
Kuburšinum,FALSE,,
Kudamna,FALSE,,
Kudānum,FALSE,Ku-da-nim,
Kudar-ilī,FALSE,,
Kudarili,FALSE,Ku-da-ri-li; Ku-da-ri-ni,
Kudatum,FALSE,,
Kudātum,FALSE,Ku-da-tum; -tim; -tám; Ku-ta-tí; Ku-da-tí-im,
Kudaya,FALSE,,
Kudāya,FALSE,,
Kudibiš,FALSE,,
Kudida,FALSE,Ku-dí-da,
Kudu,FALSE,Ku-du,
Kudubiš,FALSE,ku-da-bi4-iš,
Kududu,FALSE,Ku-du-du,
Kududunum,FALSE,,
Kududūnum,FALSE,,
Kuduna,FALSE,Ku-du-na,
Kudupiš,FALSE,ku-du-pì-iš,
Kudur-ilī,FALSE,Ku-du-ur-ì-lí; Ku-du-ri-ì-lí,
Kuedar,FALSE,ku-e-da-ar,
Kuetar,TRUE,Ku-e-da-ar,
Kuetar,TRUE,ku-e-ta-ar,
Kukatum,FALSE,,
Kukinum,FALSE,Ku-ki-nim,
Kukkulānum,FALSE,Ku-ku-lá-nim,
Kukkulli,FALSE,Ku-ku-ni,
Kukkullia,FALSE,Ku-ku-li-a,
Kuklu,FALSE,Ku-uk-lu,
Kukra,FALSE,Ku-uk-ra,
Kukran,FALSE,Ku-uk-ra-an,
Kuku,TRUE,Ku-ku-ú,
Kuku,TRUE,Ku-ku; Ku-ku-ú,
Kukū,FALSE,Ku-ku; Ku-ku-ú,
Kukua,FALSE,Ku-ku-a; Ku-ku-a-a; Ku-ku-wa; Ku-ku-ú-a,
Kukuanum,FALSE,Ku-ku-a-nim,
Kukui,FALSE,Ku-ku-i,
Kukulani,FALSE,ku-ku-lá-ni,
Kukulanum,FALSE,,
Kukulia,FALSE,,
Kukum,FALSE,,
Kukunaya,FALSE,,
Kukuni,FALSE,,
Kukunum,FALSE,,
Kukuranum,FALSE,Ku-ku-ra-nim,
Kukurum,FALSE,Ku-ku-ri-im,
Kukuzānum,FALSE,Ku-ku-za-nim,
Kukuzi,FALSE,Ku-ku-zi,
Kukuzia,FALSE,Ku-ku-zi-a,
Kula,TRUE,ku-lá,
Kula,TRUE,Ku-lá/la,
Kulakāya,FALSE,,
Kulakula,FALSE,Ku-lá-ku-lá,
Kulali,FALSE,ku-lá-li,
Kulami,FALSE,Ku-la-me,
Kulana,FALSE,ku-lá-na,
Kulanahšu,FALSE,ku-la-na-ah-šu,
Kulanahšušar,FALSE,Ku-lá-na-ah-šu-šar,
Kulanala,FALSE,Ku-lá-na-lá,
Kulbānum,FALSE,Ku-ul-ba-num,
Kulia,FALSE,Ku-li-a,
Kulialum,FALSE,Ku-li-a-li[m],
Kulila,FALSE,Ku-li-lá,
Kulili,FALSE,Ku-li-li,
Kuliza,TRUE,Ku-li-za,
Kuliza,TRUE,ku-li[-za],
Kuliza,TRUE,ku-li[-za]; ku-li-za,
Kulkuli,FALSE,ku-ul-ku-li,
Kulkulia,TRUE,ku-ul-ku-li-a,
Kulkulia,TRUE,Ku-ul-ku-li; Ku-ul-ku-li-a,
Kulla,FALSE,Ku-lá/la,
Kulmakulma,FALSE,Ku-ul-ma-ku-ul-ma,
Kulmānum,FALSE,,
Kulšan,TRUE,Ku-ul-ša-an,
Kulšan,TRUE,ku-ul-ša-ta-áš; ku-ul-ša-an,
Kulšata,FALSE,Ku-ul-ša-ta-áš; Ku-ul-ša-an,
Kulšataš,FALSE,ku-ul-ša-ta-áš,
Kulšawašhe,FALSE,Ku-ul-ša-wa-áš-he-e,
Kulšawašhi,FALSE,ku-al-ša-wa-áš-hi,
Kulšum,FALSE,Ku-ul-šu-um,
Kulu,FALSE,Ku-lu; Ku-lu-ú,
Kulua,FALSE,,
Kuluba,FALSE,Ku-lu-ba-a,
Kuluka,FALSE,Ku-lu-ga-a,
Kulukaya,FALSE,,
Kuluki,FALSE,Ku-lu-ki,
Kuluklu,FALSE,Ku-lu-uk-lu,
Kululu,FALSE,Ku-lu-lu,
Kuluman,FALSE,Ku-lu-ma-an; ku-lu-m[a-an],
Kulumaya,FALSE,,
Kulumāya,TRUE,Ku-lu-ma-a,
Kulumāya,TRUE,Ku-lu-ma-a; Ku-lu-ma-a-a; Ku-lu-ma,
Kulumum,TRUE,Ku-lu-mì-im,
Kulumum,TRUE,Ku-lu-mu-um; Ku-lu-mì-im,
Kuluna,FALSE,,
Kulunahšu,FALSE,Ku-lu-na-ah-šu,
Kuluwa,FALSE,Ku-lu-wa; Ku-lu-a,
Kulzia,FALSE,ku-ul-zi-a,
Kulziar,TRUE,ku-ul-zi-a-ar,
Kulziar,TRUE,Ku-ul-zi-ar; Ku-ul-zi-a-ar,
Kumazi,FALSE,ku-ma-zi,
Kumim,FALSE,,
Kummum,FALSE,,
Kumru,FALSE,,
Kūn-ilum,FALSE,Ku-ni-li; Ku-ni-lim,
Kunana,FALSE,,
Kunanaya,FALSE,,
Kunani,FALSE,Ku-na-ni,
Kunania,TRUE,ku-na-ni-a,
Kunania,TRUE,Ku-na-ni-a; el. kunnan,
Kunanili,FALSE,Ku-na-ni-li,
Kunaya,FALSE,Ku-na-a; Ku-na-a-a,
Kūnāya,FALSE,,
Kuni,FALSE,Ku-ni,
Kunila,FALSE,Ku-ni-la,
Kunili,FALSE,,
Kunilum,FALSE,,
Kuninahšušar,FALSE,ku-ni-na-ah-šu-ša-ar,
Kuninum,FALSE,,
Kuniš,FALSE,,
Kunnana,FALSE,Ku-na-na,
Kunnaniya,FALSE,,
Kunnaya,FALSE,,
Kunnāya,FALSE,,
Kunua,FALSE,Ku-nu-a,
Kunuan,FALSE,Ku-nu-an; Ku-nu-wa-an,
Kunuat,FALSE,Ku-nu-at,
Kunudahšu,FALSE,Ku-nu-da-ah-šu,
Kununizi,FALSE,,
Kununu,FALSE,Ku-nu-nu,
Kununum,FALSE,,
Kunutahšu,FALSE,ku-nu-ta-ah-šu,
Kunuwa,TRUE,ku-nu-wa,
Kunuwa,TRUE,ku-nu-wa; ku-nu-a,
Kunuwan,FALSE,ku-nu-wa-an; ku-nu-wa-an!,
Kunzat,FALSE,Ku-un-za-at,
kupiari,FALSE,[k]u-pì-a-ri,
Kupiat,FALSE,Ku-pí-at,
Kupida,FALSE,Ku-pì-da-a,
Kupidahšu,TRUE,Ku-pí-da-ah-šu,
Kupidahšu,TRUE,ku-pì-da-ah-šu,
Kupinahšu,FALSE,Ku-pì-i-na-ah-šu,
Kupita,FALSE,Ku-pì-ta,
Kupitia,FALSE,Ku-pí-tí-a,
Kuppidahšu,FALSE,,
Kupunahšu,FALSE,Ku-pu-na-ah-šu,
Kur-ub-ÌR,FALSE,,
Kura,TRUE,Ku-ra,
Kura,TRUE,Ku-ra; Ku-ra-a,
Kura-<gap>,FALSE,ku-ra-<gap>,
Kurar[a],FALSE,ku-ra-r[a],
Kurara,FALSE,ku-ra-ra,
Kurari,FALSE,Ku-ra-ri,
Kurašmiš,FALSE,ku-ra-áš-mì-iš,
Kuraya,FALSE,Ku-ra-a,
Kurāya,FALSE,Ku-ra-a,
Kuraya; Kura,FALSE,Ku-ra-a,
Kurbana,FALSE,,
Kurbaya,FALSE,,
Kurbāya,FALSE,Ku-ur-ba-a; Ku-ur-ba-a-a,
Kurbi,FALSE,,
Kurbi-ištar,FALSE,kur-bi4-ištar,
Kurbia,FALSE,,
Kurdaša,FALSE,Ku-ur-da-ša,
Kurduba,TRUE,ku-ur-du-ba,
Kurduba,TRUE,Ku-ur-du-pá,
Kurgaziba,FALSE,,
Kuri,FALSE,Ku-ri,
Kuria,FALSE,Ku-ri-a,
Kuriba,FALSE,Ku-ri-pá,
Kurira,FALSE,,
Kurka,TRUE,ku-ur-kà,
Kurka,TRUE,ku-ur-kà-a,
Kurkasiba,FALSE,Ku-ur-kà-sí-pá; Kur-kà-sí-pá,
Kurkāya,FALSE,,
Kurkazipa,TRUE,ku-ur-kà-zi-pá,
Kurkazipa,TRUE,kur-kà-zi-pá,
Kurku,FALSE,,
Kurkudānum,FALSE,Ku-ur-ku-da-num,
Kurkur,FALSE,Ku-ur-ku-ur; Kur-kur,
Kurkura,TRUE,Ku-ur-ku-ra,
Kurkura,TRUE,kur-ku-ra,
Kurkurānum,FALSE,Ku-ur-ku-ra-num; Ku-ur-ku-ra-nam,
Kurkuri,FALSE,ku-ur-ku-ri,
Kurkuria,FALSE,Ku-ur-ku-ri-a,
Kurkurum,FALSE,,
Kurmala,TRUE,ku-ur-ma-lá,
Kurmala,TRUE,Ku-ur-ma-lá; Ku-ru-ma-lá,
Kurpali-<gap>,FALSE,ku-ur-pá-li[-x],
Kurpalia,FALSE,Ku-ur-pá-li-[x],
Kurpana,FALSE,Ku-ur-pá-na,
Kurpatal,FALSE,Ku-ur-pá-tal,
Kurša,FALSE,Ku-ur-ša,
Kursi,FALSE,,
Kursia,FALSE,,
Kurta,FALSE,ku-ur-ta,
Kuru,FALSE,,
Kurub-Adad,FALSE,kur-ub-{d}IŠKUR,
Kurub-Aššur,FALSE,Kur-ba-A-šur,
Kurub-ilī,FALSE,Ku-ur-bi4-li,
Kurub-Ištar,FALSE,Ku-ru-ub-Ištar; Kur-ub-,
Kurub-Suen,FALSE,Ku-ru-ub-Sú-en6,
Kurubiš,FALSE,Ku-ru-pí-iš,
Kurukura,FALSE,,
Kurukuru,FALSE,ku-ru-ku-ru,
Kururatum,FALSE,Ku-ru-ra-tim,
Kururu,FALSE,ku-ru-ru,
Kurzana,FALSE,Kur-za-na,
Kurziar,FALSE,Ku-ur-zi-a-ar,
Kusa,FALSE,Ku-sá-a; Ku-za,
Kuša,FALSE,Ku-ša-a; Gu-ša-a,
Kušadi,FALSE,Ku-ša-dí,
Kušam,FALSE,,
Kušara,FALSE,Ku-ša-ra,
Kusari,FALSE,,
Kusaru,FALSE,ku-sà-ri-im,
Kusatia,FALSE,,
Kusātīya,FALSE,,
Kusatum,FALSE,Ku-sá-tum,
Kusilānum,FALSE,,
Kuškānum,FALSE,Ku-uš-kà-nim,
Kuskusum,FALSE,Ku-us-ku-sú-um; Ku-úš-ku-sú-um; Ku-ús-ku-sí-im; Ku-us-ku-sí,
Kušuh-atal,FALSE,Ku-šu-ùh-a-tal,
Kušuman,TRUE,Ku-šu-ma-an,
Kušuman,TRUE,ku!-šu-ma-an,
Kuta,FALSE,Ku-ta,
Kutalba,FALSE,,
Kutallānum,FALSE,,
Kutaya,FALSE,,
Kutāya,TRUE,Ku-da-a,
Kutāya,TRUE,Ku-ta-a; Ku-ta-a-a; Ku-da-a,
Kutbakānum,FALSE,Ku-ut-ba-kà-nim,
Kutbatanu,FALSE,,
Kutina,FALSE,,
Kutkuta,FALSE,,
Kutubiš,FALSE,Ku-tù-pí-iš,
Kuwa,FALSE,Ku-a-a,
Kuwadar,TRUE,ku-wa-da-ar,
Kuwadar,TRUE,Ku-wa-da-ar; Ku-wa-dar,
Kuwatar,FALSE,ku-wa-tár,
Kuya,FALSE,,
Kuza-<big_gap>,FALSE,,
Kuzadia,FALSE,Ku-za-tí-a,
Kuzalliya,FALSE,,
Kuzallum,FALSE,,
Kuzanum,FALSE,Ku-za-num,
Kuzari,FALSE,Ku-za-ri,
Kuzatia,FALSE,,
Kuzāya,FALSE,Ku-za-a-a,
Kuzaza,FALSE,ku-za-za,
Kuzazum,FALSE,Ku-za-zu-um; Ku-za-zi-im; Ku-za-zi,
Kuzi,FALSE,Ku-zi; Ku-zi-i,
Kuzia,FALSE,Ku-zi-a,
Kuziladi,FALSE,,
Kuzilanum,FALSE,,
Kuzilānum,FALSE,Ku-zi-lá-num,
Kuzilazu,FALSE,,
Kuzini,FALSE,,
Kuzirum,FALSE,,
Kuzizi,FALSE,Ku-zi-zi,
Kuzizia,TRUE,Ku-zi-zi-a,
Kuzizia,TRUE,Ku-zi-zi-a; Ku-zi-zi-a-a; Ku-za-zi-a; Ku-zu-zi-a,
Kuziziya,FALSE,,
Kuzkuzum,FALSE,,
Kuzu,FALSE,Ku-zu; Ku-zu-ú,
Kuzub-ili,FALSE,Ku-zu-bi4-lí,
Kuzubira,FALSE,Ku-zu-pí-ra; Ku-zu-up-ra,
Kuzubra,FALSE,,
Kuzum,FALSE,Ku-zu-um; Ku-zi-im; Ku-za-am,
Kuzuzārum,FALSE,Ku-zu-za-ri-im,
Kuzuzum,FALSE,Ku-zu-zi-im,
Kuzzuzirum,FALSE,,
Lā-iddinaššu,FALSE,Lá-i-dí-na-šu,
Lā-kēna-Aššur,FALSE,,
La-qep,FALSE,Lá-qé-pu-um,
Lā-qēp,FALSE,Lá-qé-pu-um,
Lā-qēpum,FALSE,Lá-qé-pu-um,
Labadanika,TRUE,La-ba-da-ni-ga,
Labadanika,TRUE,la!-ba!-da-ni-kà,
Laban-nada,FALSE,,
Laban-nādā,FALSE,Lá-ba-na-da,
Laban-šar-ilāni,FALSE,lá-ba-an-LUGAL.DINGIR.MEŠ-ni,
Labar,FALSE,La-ba-ar,
Labarnaš,TRUE,la-[ba]-ar-na-áš,
Labarnaš,TRUE,la-ba-ar-na-áš,
Labarša,TRUE,Lá-ba-ar-ša; La/Lá-bar-ša,
Labarša,TRUE,lá-bar-š[a],
Labarša,TRUE,lá-bar-ša,
Labašti,FALSE,La-ba-áš-tí,
Labirum,FALSE,Lá-bi-ri-im,
Labuna,FALSE,la-bu-na,
Ladia,FALSE,Lá-dí-a,
Ladušama,FALSE,lá-du-ša-ma,
Lahanum,FALSE,Lá-ha-nim,
Laharša,FALSE,lá-ha-ar-ša,
Lahrahšu,FALSE,la-ah-ra-ah-šu,
Lahrawana,FALSE,[L]á-ah-ra-wa-na,
Lahuma,FALSE,Lá-hu-ma,
Lahurahšu,FALSE,lá!-hu-ra-ah-šu,
Lahuriša,FALSE,Lá-hu-ri-ša,
Lahutahšu,FALSE,lá!-hu-ra-ah-šu,
Laila,FALSE,Lá-i-lá,
Lakan,TRUE,lá-kà-an,
Lakan,TRUE,Lá-kà-an; Lá-kà-ni,
Lakimiša,FALSE,,
Laknanhašušar,FALSE,Lá-ak-na-an-ha-šu-ša-ar,
Laknašu,FALSE,Lá-ak-na-šu,
Lala,FALSE,Lá-lá,
Lalaiš,FALSE,la-la-iš,
Lali,FALSE,la-lí,
Lalia,FALSE,Lá-li-a,
Laluku-<gap>,FALSE,La-lu-ku-<gap>,
Lalum,FALSE,,
Lalūm,FALSE,,
Lālum,FALSE,Lá-lu-um; Lá/La-li-im,
Lama-<big_gap>,FALSE,lá-ma-<big_gap>,
Lamasi,FALSE,lá-ma-sí,
Lamašša,FALSE,,
Lamassatum,FALSE,Lá-ma-sà-tum; Lá-ma-sà-tim; Lá-ma-sú-tum,
Lamassi,FALSE,,
Lamassī,FALSE,lá-ma-sí,
Lamni’ānum,FALSE,,
Lani,FALSE,La-ni,
Lanurum,FALSE,Lá-nu-ri-im,
Laparša,FALSE,lá-pá-ar-ša,
Lapuna,FALSE,Lá-pu-na,
Laqep,FALSE,Lá-qé-ep,
Laqepu,FALSE,lá-qé-pu,
Laqepum,FALSE,lá-qé-pu-um,
Lara,FALSE,La-ra,
Larabum,FALSE,La-ra-be-im,
Larahšu,FALSE,Lá-ra-a-ah-šu,
Larām-Suen,FALSE,Lá-ra-am-,
Laramzu,FALSE,,
Larša,FALSE,Lá-ar-ša; la-ar-ša,
Larta,FALSE,lá-ar-ta,
Latarak,FALSE,Lá-ta-ra-ak,
Lataya,FALSE,,
Latušama,FALSE,,
Lawaduman,TRUE,lá-wa-du-ma-an,
Lawaduman,TRUE,Lá-wa-du-ma-an; Lu-wa-du-ma-an,
Lawaša,FALSE,Lá-wa-ša,
Lawatuman,FALSE,,
Lēdiš-Ištar,FALSE,Li-dí-iš-Ištar,
Li-ba-a,FALSE,Li-ba-a,
Li-be-za-an-na-na-e,FALSE,Li-be-za-an-na-na-e,
Li-li,FALSE,Li-li,
Liba,FALSE,,
Libaya,FALSE,,
Libāya,FALSE,Li-ba-a; Li-ba-a-a,
Libbaya,FALSE,,
Libbi-Ištar,FALSE,li-bi-IŠTAR,
Libūr-bēlī,FALSE,,
Libūr-kittum,FALSE,Li-bur-ki-tám,
Liburzani,FALSE,Li-bu-ur-za-ni; Li-bur-za-ni,
Lihšuman,FALSE,Li-ih-šu-ma-an,
Lihšušar,FALSE,Li-ih-šu-šar,
Likidiar,TRUE,li-ki-dí-a-ar,
Likidiar,TRUE,Li-ki-tí-a-ar,
Likum,FALSE,,
Lila,FALSE,Li-lá; Li-la; Li-lá-a,
Lili,FALSE,Li-li,
Lilia,FALSE,Li-li-a,
Liliwašhi,FALSE,Li-li-wa-áš-hi,
Lilušum,FALSE,Li-lu-ší-im,
Lim-mēšar,FALSE,li-im-me-ša-ar,
Limad-Ištar,FALSE,Li-ma-dí-Ištar,
Limišar,FALSE,Li-me-ša-ar,
Lipa’a,FALSE,Li-pá-a,
Lipaya,FALSE,,
Lipit-Anim,FALSE,,
Lipit-Anum,FALSE,Li-ip-ta-num; Li-ip-ta-ni,
Lipit-Aššur,FALSE,li-pí-it-a-šur,
Lipit-Ištar,FALSE,Li-pí/pì-it/tí-; Li-ip-tí-Ištar ; Li-pí-Ištar,
Liptanum,FALSE,,
Lišailwa,FALSE,li-ša-il5-wa,
Lišamawa,FALSE,li-ša-ma-wa,
Lišapawa,FALSE,Li-ša-ba/zu-wa,
Liušum,FALSE,Li-ú-ší-im,
Liwarti,FALSE,Li-wa-ar-tí,
Lu-du-na-ni,FALSE,,
Lu-ha-ta-hu-ni,FALSE,,
Lu-lu,FALSE,,
Lu-ur-me-a,FALSE,,
Luapiš,FALSE,lu-a-pì-iš; lu-a-pí-iš,
Lubi,FALSE,,
Luhaduman,FALSE,Lu-ha-du-ma-an; Lu-hu-du-ma-an,
Luhatuman,FALSE,lu-ha-tù-ma-an,
